idx,header,deltaG,amplicon_length,gamma,est_alpha,accession,taxid,superkingdom,phylum,class,order,family,genus,species
2910,"NC_063692.1 Fundulus lima mitochondrion, complete genome",25.205618820108906,168,25.205618820108906,-0.07561685646032672,NC_063692.1,34780,NA,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus lima
2911,"NC_063564.1 Wallago attu mitochondrion, complete genome",12.91922108035181,170,12.91922108035181,-0.03875766324105543,NC_063564.1,36718,NA,Chordata,Actinopteri,Siluriformes,Siluridae,Wallago,Wallago attu
2912,"NC_063527.1 Sarcoramphus papa mitochondrion, complete genome",31.976922791948986,181,31.976922791948986,-0.09593076837584696,NC_063527.1,43583,NA,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,Sarcoramphus papa
2913,"NC_063526.1 Cathartes burrovianus mitochondrion, complete genome",31.976922791948986,181,31.976922791948986,-0.09593076837584696,NC_063526.1,33612,NA,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes burrovianus
2914,"NC_063525.1 Coragyps atratus mitochondrion, complete genome",31.976922791948986,181,31.976922791948986,-0.09593076837584696,NC_063525.1,33614,NA,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,Coragyps atratus
2915,"NC_063524.1 Leuciscus idus isolate DM1006 mitochondrion, complete genome",0,175,0,-0,NC_063524.1,69811,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Leuciscus,Leuciscus idus
2916,"NC_063523.1 Brosme brosme isolate DM858 mitochondrion, complete genome",0,170,0,-0,NC_063523.1,81638,NA,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme
2917,"NC_063510.1 Takifugu pseudommus voucher NFRDI-FI-TS-0049454 mitochondrion, complete genome",5.20006555509142,171,5.20006555509142,-0.015600196665274261,NC_063510.1,96884,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu pseudommus
2918,"NC_063502.1 Elaphe moellendorffi mitochondrion, complete genome",82.39728188242646,163,82.39728188242646,-0.24719184564727936,NC_063502.1,74366,NA,Chordata,Lepidosauria,Squamata,Colubridae,Elaphe,Elaphe moellendorffi
2919,"NC_063501.1 Neoniphon sammara mitochondrion, complete genome",2.2000149181403663,171,2.2000149181403663,-0.006600044754421099,NC_063501.1,47706,NA,Chordata,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,Neoniphon sammara
2920,"NC_063495.1 Forcipiger flavissimus mitochondrion, complete genome",5.20006555509142,170,5.20006555509142,-0.015600196665274261,NC_063495.1,109909,NA,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Forcipiger,Forcipiger flavissimus
2921,"NC_062945.1 Sula dactylatra mitochondrion, complete genome",31.976922791948986,180,31.976922791948986,-0.09593076837584696,NC_062945.1,56068,NA,Chordata,Aves,Suliformes,Sulidae,Sula,Sula dactylatra
2922,"NC_062944.1 Picoides kizuki mitochondrion, complete genome",31.976922791948986,174,31.976922791948986,-0.09593076837584696,NC_062944.1,36303,NA,Chordata,Aves,Piciformes,Picidae,Yungipicus,Yungipicus kizuki
2923,"NC_062617.1 Canis rufus mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_062617.1,45781,NA,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis rufus
2924,"NC_062616.1 Canis simensis mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_062616.1,32534,NA,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis simensis
2925,"NC_062362.1 Hippotragus niger niger haplogroup Southern 1 mitochondrion, complete genome",20.779475102705483,168,20.779475102705483,-0.06233842530811645,NC_062362.1,82127,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger
2926,"NC_062360.1 Hippotragus niger variani haplogroup Central 2 mitochondrion, complete genome",20.779475102705483,168,20.779475102705483,-0.06233842530811645,NC_062360.1,82125,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger
2927,"NC_062356.1 Polypedates leucomystax mitochondrion, complete genome",45.01842034091659,170,45.01842034091659,-0.13505526102274978,NC_062356.1,68444,NA,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax
2928,"NC_062361.1 Hippotragus niger roosevelti voucher ZMUC:H.R.Siegismund 1646 haplogroup Eastern 1 mitochondrion, complete genome",20.779475102705483,168,20.779475102705483,-0.06233842530811645,NC_062361.1,82128,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger
2929,"MT765123.1 Cynomys ludovicianus isolate 10-85171 voucher 10-85171.4 mitochondrion, complete genome",30.178912179733803,168,30.178912179733803,-0.09053673653920141,MT765123.1,45480,NA,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus
2930,"NC_061914.1 Holochilus sciureus isolate MVZ:Mamm:190356 mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_061914.1,89098,NA,Chordata,Mammalia,Rodentia,Cricetidae,Holochilus,Holochilus sciureus
2931,"NC_061567.1 Kerivoula papillosa voucher MZF1961 mitochondrion, complete genome",26.651880376508284,170,26.651880376508284,-0.07995564112952486,NC_061567.1,59455,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula papillosa
2932,"NC_061537.1 Balionycteris maculata voucher MZF1954 mitochondrion, complete genome",30.178912179733803,170,30.178912179733803,-0.09053673653920141,NC_061537.1,77229,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Balionycteris,Balionycteris maculata
2933,"NC_061413.1 Papio hamadryas hamadryas isolate awash:BE97-069 mitochondrion, complete genome",45.80651257280475,164,45.80651257280475,-0.13741953771841425,NC_061413.1,9562,NA,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas
2934,"NC_061262.1 Rhinolophus philippinensis voucher CSOMA151 mitochondrion, complete genome",30.178912179733803,171,30.178912179733803,-0.09053673653920141,NC_061262.1,76837,NA,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus philippinensis
2935,"NC_060860.1 Zebrasoma scopas mitochondrion, complete genome",5.20006555509142,169,5.20006555509142,-0.015600196665274261,NC_060860.1,75046,NA,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma scopas
2936,"NC_059941.1 Torpedo marmorata mitochondrion, complete genome",40.87107705708544,180,40.87107705708544,-0.12261323117125632,NC_059941.1,7788,NA,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata
2937,"NC_059932.1 Zosterops japonicus mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_059932.1,36299,NA,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops japonicus
2938,"NC_059928.1 Microtus montebelli voucher HUA1900522 mitochondrion, complete genome",30.178912179733803,168,30.178912179733803,-0.09053673653920141,NC_059928.1,3369701,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys montebelli
2939,"NC_059785.1 Urocitellus parryii mitochondrion, complete genome",30.178912179733803,168,30.178912179733803,-0.09053673653920141,NC_059785.1,9999,NA,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii
2940,"NC_059783.1 Eliomys quercinus mitochondrion, complete genome",27.989337633191628,174,27.989337633191628,-0.08396801289957488,NC_059783.1,53277,NA,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,Eliomys quercinus
2941,"NC_059782.1 Acanthodactylus schmidti voucher SB642 mitochondrion, complete genome",43.04944126077602,177,43.04944126077602,-0.12914832378232807,NC_059782.1,80464,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus schmidti
2942,"NC_059780.1 Algyroides nigropunctatus voucher MV.LAC-231 mitochondrion, complete genome",51.45045896449837,173,51.45045896449837,-0.1543513768934951,NC_059780.1,64414,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Algyroides,Algyroides nigropunctatus
2943,"NC_059779.1 Meroles squamulosus voucher SK13148 mitochondrion, complete genome",60.25507939364426,172,60.25507939364426,-0.1807652381809328,NC_059779.1,80448,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Meroles,Meroles squamulosus
2944,"NC_059776.1 Psammodromus algirus voucher MV.LAC-164 mitochondrion, complete genome",43.04944126077602,175,43.04944126077602,-0.12914832378232807,NC_059776.1,80460,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Psammodromus,Psammodromus algirus
2945,"NC_059771.1 Gallotia atlantica voucher AKL28 mitochondrion, complete genome",36.44040060783039,176,36.44040060783039,-0.10932120182349117,NC_059771.1,39309,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Gallotia,Gallotia atlantica
2946,"NC_059712.1 Cacatua goffiniana mitochondrion, complete genome",23.176714359018796,178,23.176714359018796,-0.06953014307705639,NC_059712.1,12983,NA,Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua goffiniana
2947,"NC_048879.1 Iphisa elegans voucher IPHFG mitochondrion, complete genome",44.24059643401223,165,44.24059643401223,-0.1327217893020367,NC_048879.1,88863,NA,Chordata,Lepidosauria,Squamata,Gymnophthalmidae,Iphisa,Iphisa elegans
2948,"NC_026084.1 Propithecus diadema isolate ANJZ5 mitochondrion, complete genome",30.178912179733803,167,30.178912179733803,-0.09053673653920141,NC_026084.1,83281,NA,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus diadema
2949,"OQ569931.1 Pelochelys cantorii isolate Hangzhou mitochondrion, complete genome",14.57939694086571,181,14.57939694086571,-0.04373819082259713,OQ569931.1,171793,NA,Chordata,NA,Testudines,Trionychidae,Pelochelys,Pelochelys cantorii
2950,"OQ024381.1 Yunnanilus pleurotaenia isolate QT95 mitochondrion, complete genome",0,175,0,-0,OQ024381.1,1758147,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Yunnanilus,Yunnanilus pleurotaenia
2951,"OQ024380.1 Nemacheilidae gen. n. sp. p LD-2023 isolate LJH01 mitochondrion, complete genome",0,171,0,-0,OQ024380.1,3039454,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,NA,Nemacheilidae gen. n. sp. p LD-2023
2952,"OQ024378.1 Paranemachilus sp. r LD-2023 isolate D2097 mitochondrion, complete genome",0,176,0,-0,OQ024378.1,3039453,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Paranemachilus,Paranemachilus sp. r LD-2023
2953,"OQ024374.1 Micronemacheilus pulcherrimus isolate D1922 mitochondrion, complete genome",0,170,0,-0,OQ024374.1,2983997,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Micronemacheilus,Micronemacheilus pulcherrimus
2954,"NC_072569.1 Strix aluco mitochondrion, complete genome",23.176714359018796,179,23.176714359018796,-0.06953014307705639,NC_072569.1,111821,NA,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix aluco
2955,"OQ580988.1 Lagopus muta islandorum mitochondrion, complete genome",31.976922791948986,176,31.976922791948986,-0.09593076837584696,OQ580988.1,3039145,NA,Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
2956,"OQ236107.1 Pelodiscus sinensis isolate Qingxi Wubie mitochondrion, complete genome",20.779475102705483,181,20.779475102705483,-0.06233842530811645,OQ236107.1,13735,NA,Chordata,NA,Testudines,Trionychidae,Pelodiscus,Pelodiscus sinensis
2957,"OQ564488.1 Helarctos malayanus mitochondrion, complete genome",36.78795283267944,174,36.78795283267944,-0.11036385849803831,OQ564488.1,9634,NA,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,Helarctos malayanus
2958,"MW817086.1 Coregonus lavaretus isolate P67 mitochondrion, complete genome",0,170,0,-0,MW817086.1,59291,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus lavaretus
2959,"DQ367044.1 Opsariichthys bidens mitochondrion, complete genome",0,174,0,-0,DQ367044.1,141458,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Opsariichthys,Opsariichthys bidens
2960,"NC_069226.1 Sinocyclocheilus anatirostris voucher GZNU-YZ01 mitochondrion, complete genome",0,173,0,-0,NC_069226.1,307949,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anatirostris
2961,"NC_069208.1 Cyclopterus lumpus isolate 16NCLU341 mitochondrion, complete genome",0,169,0,-0,NC_069208.1,8103,NA,Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus
2962,"NC_069198.1 Epinephelus bilobatus mitochondrion, complete genome",0,170,0,-0,NC_069198.1,1550413,NA,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus bilobatus
2963,"NC_059324.1 Scatophagus argus isolate fScaArg1 mitochondrion, complete genome",0,173,0,-0,NC_059324.1,75038,NA,Chordata,Actinopteri,NA,Scatophagidae,Scatophagus,Scatophagus argus
2964,"NC_046485.1 Hydrictis maculicollis mitochondrion, complete genome",30.178912179733803,168,30.178912179733803,-0.09053673653920141,NC_046485.1,452641,NA,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,Hydrictis maculicollis
2965,"NC_035874.1 Sardinella fijiensis mitochondrion, complete genome",0,173,0,-0,NC_035874.1,2026185,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella fijiensis
2967,"NC_024743.1 Elaphe bimaculata mitochondrion, complete genome",73.59725367379556,164,73.59725367379556,-0.2207917610213867,NC_024743.1,74363,NA,Chordata,Lepidosauria,Squamata,Colubridae,Elaphe,Elaphe bimaculata
2968,"NC_021973.1 Sahyadria denisonii mitochondrion, complete genome",0,174,0,-0,NC_021973.1,2985178,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Dawkinsia,Dawkinsia denisonii
2969,"NC_021479.1 Python bivittatus mitochondrion, complete genome",33.6500041837477,169,33.6500041837477,-0.1009500125512431,NC_021479.1,176946,NA,Chordata,Lepidosauria,Squamata,Pythonidae,Python,Python bivittatus
2970,"NC_020668.1 Heosemys annandalii mitochondrion, complete genome",39.18678532243513,181,39.18678532243513,-0.11756035596730538,NC_020668.1,260624,NA,Chordata,NA,Testudines,Geoemydidae,Heosemys,Heosemys annandalii
2971,"NC_019624.1 Rastrelliger kanagurta mitochondrion, complete genome",0,169,0,-0,NC_019624.1,70446,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Rastrelliger,Rastrelliger kanagurta
2972,"NC_018818.1 Phoxinus oxycephalus jouyi mitochondrion, complete genome",0,176,0,-0,NC_018818.1,3004155,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Rhynchocypris,Rhynchocypris jouyi
2973,"NC_018045.1 Lateolabrax maculatus mitochondrion, complete genome",0,170,0,-0,NC_018045.1,315492,NA,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax,Lateolabrax maculatus
2975,"NC_015101.1 Mauremys megalocephala mitochondrion, complete genome",39.18678532243513,183,39.18678532243513,-0.11756035596730538,NC_015101.1,260622,NA,Chordata,NA,Testudines,Geoemydidae,Mauremys,Mauremys megalocephala
2976,"NC_013806.1 Apteryx owenii mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_013806.1,8824,NA,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx owenii
2977,"NC_013485.1 Rastrelliger brachysoma mitochondrion, complete genome",0,169,0,-0,NC_013485.1,334878,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Rastrelliger,Rastrelliger brachysoma
2978,"OQ538072.1 Papio anubis isolate mitoclade F voucher ZMB_Mam-074883 mitochondrion, complete genome",45.80651257280475,164,45.80651257280475,-0.13741953771841425,OQ538072.1,9555,NA,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis
2979,"OQ538089.1 Papio hamadryas isolate mitoclade G3-X voucher ZMB_Mam_012808 mitochondrion, complete genome",45.80651257280475,164,45.80651257280475,-0.13741953771841425,OQ538089.1,9557,NA,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas
2980,"NC_072346.1 Triplophysa nanpanjiangensis mitochondrion, complete genome",0,171,0,-0,NC_072346.1,1783479,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa nanpanjiangensis
2981,"NC_072333.1 Lamprologus kungweensis mitochondrion, complete genome",0,167,0,-0,NC_072333.1,3358073,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Neolamprologus,Neolamprologus kungweensis
2982,"NC_072332.1 Lamprologus meleagris mitochondrion, complete genome",0,167,0,-0,NC_072332.1,278785,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Lamprologus,Lamprologus stappersi
2984,"NC_072258.1 Gymnothorax emmae mitochondrion, complete genome",0,173,0,-0,NC_072258.1,2650377,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax emmae
2985,"NC_072181.1 Rectoris luxiensis mitochondrion, complete genome",0,173,0,-0,NC_072181.1,291821,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Rectoris,Rectoris luxiensis
2986,"NC_072173.1 Elassoma alabamae mitochondrion, complete genome",6.609040652945632,168,6.609040652945632,-0.019827121958836895,NC_072173.1,138670,NA,Chordata,Actinopteri,Centrarchiformes,Elassomatidae,Elassoma,Elassoma alabamae
2987,"NC_072172.1 Gymnothorax mucifer mitochondrion, complete genome",0,174,0,-0,NC_072172.1,2211415,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax mucifer
2988,"NC_072170.1 Callogobius nigromarginatus voucher NTOUP202005-004 mitochondrion, complete genome",0,167,0,-0,NC_072170.1,3027577,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Callogobius,Callogobius nigromarginatus
2989,"NC_072169.1 Macrotus waterhousii voucher GHC033 mitochondrion, complete genome",23.978834017894034,169,23.978834017894034,-0.0719365020536821,NC_072169.1,124750,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,Macrotus waterhousii
2990,"NC_072133.1 Pseudanthias huchtii mitochondrion, complete genome",7.395492125109681,167,7.395492125109681,-0.022186476375329042,NC_072133.1,586854,NA,Chordata,Actinopteri,Perciformes,Anthiadidae,Pseudanthias,Pseudanthias huchtii
2991,"NC_072125.1 Neofelis diardi mitochondrion, complete genome",62.35091081079865,169,62.35091081079865,-0.18705273243239595,NC_072125.1,427616,NA,Chordata,Mammalia,Carnivora,Felidae,Neofelis,Neofelis diardi
2992,"NC_072073.1 Corydoras cruziensis mitochondrion, complete genome",13.562484040790178,170,13.562484040790178,-0.040687452122370536,NC_072073.1,927875,NA,Chordata,Actinopteri,Siluriformes,Callichthyidae,Hoplisoma,Hoplisoma cruziensis
2993,"NC_072072.1 Corydoras hastatus mitochondrion, complete genome",13.562484040790178,171,13.562484040790178,-0.040687452122370536,NC_072072.1,927897,NA,Chordata,Actinopteri,Siluriformes,Callichthyidae,Gastrodermus,Gastrodermus hastatus
2994,"NC_072062.1 Lepturacanthus savala mitochondrion, complete genome",8.362418485698758,168,8.362418485698758,-0.025087255457096273,NC_072062.1,435161,NA,Chordata,Actinopteri,Scombriformes,Trichiuridae,Lepturacanthus,Lepturacanthus savala
2995,"NC_072056.1 Pseudechidna brummeri mitochondrion, complete genome",0,168,0,-0,NC_072056.1,1159276,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Pseudechidna,Pseudechidna brummeri
2996,"NC_071975.1 Tentoriceps cristatus mitochondrion, complete genome",8.362418485698758,168,8.362418485698758,-0.025087255457096273,NC_071975.1,1183399,NA,Chordata,Actinopteri,Scombriformes,Trichiuridae,Tentoriceps,Tentoriceps cristatus
2997,"NC_071972.1 Helogale parvula mitochondrion, complete genome",30.178912179733803,170,30.178912179733803,-0.09053673653920141,NC_071972.1,210647,NA,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,Helogale parvula
2998,"NC_071970.1 Dictyosoma tongyeongensis mitochondrion, complete genome",0,169,0,-0,NC_071970.1,1358732,NA,Chordata,Actinopteri,Perciformes,Stichaeidae,Dictyosoma,Dictyosoma tongyeongensis
2999,"NC_071965.1 Mydaus javanensis voucher MJ19 mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_071965.1,311557,NA,Chordata,Mammalia,Carnivora,Mephitidae,Mydaus,Mydaus javanensis
3000,"NC_071943.1 Phylloscopus ibericus mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_071943.1,1689810,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus ibericus
3001,"NC_071942.1 Phylloscopus sindianus mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_071942.1,52912,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sindianus
3002,"NC_071941.1 Phylloscopus canariensis voucher MAR3508 mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_071941.1,52911,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus canariensis
3003,"NC_071940.1 Aseraggodes kaianus mitochondrion, complete genome",7.395492125109681,169,7.395492125109681,-0.022186476375329042,NC_071940.1,367196,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes kaianus
3004,"NC_071939.1 Channa stewartii mitochondrion, complete genome",0,168,0,-0,NC_071939.1,452076,NA,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa stewartii
3005,"NC_071938.1 Channa andrao mitochondrion, complete genome",0,168,0,-0,NC_071938.1,1945525,NA,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa andrao
3006,"NC_071936.1 Coluber constrictor isolate PCCI_R4 mitochondrion, complete genome",91.29628448832747,161,91.29628448832747,-0.27388885346498243,NC_071936.1,8590,NA,Chordata,Lepidosauria,Squamata,Colubridae,Coluber,Coluber constrictor
3007,"NC_071935.1 Sistrurus catenatus mitochondrion, complete genome",33.6500041837477,166,33.6500041837477,-0.1009500125512431,NC_071935.1,8756,NA,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus catenatus
3008,"NC_071920.1 Epinephelus undulosus mitochondrion, complete genome",0,170,0,-0,NC_071920.1,160728,NA,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus undulosus
3009,"NC_071914.1 Gobio soldatovi mitochondrion, complete genome",0,177,0,-0,NC_071914.1,585235,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio soldatovi
3010,"NC_071910.1 Taenioides cirratus isolate CH1 mitochondrion, complete genome",0,170,0,-0,NC_071910.1,508012,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Taenioides,Taenioides cirratus
3012,"NC_071894.1 Channa ornatipinnis mitochondrion, complete genome",0,168,0,-0,NC_071894.1,1500736,NA,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa ornatipinnis
3013,"NC_071893.1 Channa pulchra mitochondrion, complete genome",0,168,0,-0,NC_071893.1,1500737,NA,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa pulchra
3014,"NC_071873.1 Thalassoma jansenii mitochondrion, complete genome",7.395492125109681,167,7.395492125109681,-0.022186476375329042,NC_071873.1,239046,NA,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma jansenii
3015,"NC_071872.1 Datnioides pulcher mitochondrion, complete genome",0,171,0,-0,NC_071872.1,1411154,NA,Chordata,Actinopteri,Lobotiformes,Datnioididae,Datnioides,Datnioides pulcher
3016,"NC_071871.1 Habromys lophurus voucher USNM569392 mitochondrion, complete genome",30.178912179733803,170,30.178912179733803,-0.09053673653920141,NC_071871.1,56319,NA,Chordata,Mammalia,Rodentia,Cricetidae,Habromys,Habromys lophurus
3017,"NC_071866.1 Gobiobotia yuanjiangensis isolate FDZM-GoY-YJian20200326 mitochondrion, complete genome",5.20006555509142,178,5.20006555509142,-0.015600196665274261,NC_071866.1,3025013,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobiobotia,Gobiobotia yuanjiangensis
3018,"NC_071788.1 Lontra canadensis mitochondrion, complete genome",30.178912179733803,168,30.178912179733803,-0.09053673653920141,NC_071788.1,76717,NA,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis
3019,"NC_071787.1 Pteronura brasiliensis mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_071787.1,9672,NA,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,Pteronura brasiliensis
3020,"NC_071774.1 Clarias camerunensis mitochondrion, complete genome",13.562484040790178,173,13.562484040790178,-0.040687452122370536,NC_071774.1,310931,NA,Chordata,Actinopteri,Siluriformes,Clariidae,Clarias,Clarias camerunensis
3021,"NC_071769.1 Hongshuia microstomata isolate Guangxi mitochondrion, complete genome",0,173,0,-0,NC_071769.1,2965079,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Hongshuia,Hongshuia microstomata
3022,"NC_071766.1 Graptemys ouachitensis mitochondrion, complete genome",14.57939694086571,180,14.57939694086571,-0.04373819082259713,NC_071766.1,33570,NA,Chordata,NA,Testudines,Emydidae,Graptemys,Graptemys ouachitensis
3023,"NC_071761.1 Sporophila nigricollis voucher UFMG<BRA_:BO3422 mitochondrion, complete genome",42.993842339953495,181,42.993842339953495,-0.1289815270198605,NC_071761.1,138930,NA,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis
3024,"NC_071253.1 Dopasia sokolovi voucher NCSM 77336 mitochondrion, complete genome",37.056691618256195,168,37.056691618256195,-0.11117007485476858,NC_071253.1,2496084,NA,Chordata,Lepidosauria,Squamata,Anguidae,Dopasia,Dopasia sokolovi
3030,"NC_070409.1 Ptyas korros mitochondrion, complete genome",79.94138764061184,164,79.94138764061184,-0.2398241629218355,NC_070409.1,74367,NA,Chordata,Lepidosauria,Squamata,Colubridae,Ptyas,Ptyas korros
3031,"NC_070390.1 Knodus borki mitochondrion, complete genome",5.20006555509142,173,5.20006555509142,-0.015600196665274261,NC_070390.1,1843449,NA,Chordata,Actinopteri,Characiformes,Stevardiidae,Knodus,Knodus borki
3033,"NC_070362.1 Ochotona thibetana mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_070362.1,130843,NA,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona thibetana
3034,"NC_070350.1 Merluccius senegalensis mitochondrion, complete genome",37.84817723121529,168,37.84817723121529,-0.11354453169364587,NC_070350.1,89953,NA,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius senegalensis
3035,"NC_070246.1 Plestiodon liui voucher NY089 mitochondrion, complete genome",22.78767884465783,175,22.78767884465783,-0.06836303653397349,NC_070246.1,463529,NA,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon,Plestiodon liui
3036,"NC_070231.1 Charadrius leschenaultii mitochondrion, complete genome",31.976922791948986,184,31.976922791948986,-0.09593076837584696,NC_070231.1,656192,NA,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,Anarhynchus leschenaultii
3038,"NC_070106.1 Oreochromis grahami mitochondrion, complete genome",0,168,0,-0,NC_070106.1,87886,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,Oreochromis grahami
